Votes,UnemploymentRate2015,PovertyAllAgesPct2014,DeepPovAll,AgeTotalPop,MaleRate,FemaleRate,TurnoutRate,Democrat,State,County,Education,Religion,Old,Young,Adult,EthnicMale,EthnicFemale,NomalizePopulation,NomalizeMedHHInc2014,NomalizePerCapitaInc,NomalizeToalArea,NomalizePopDensity
16151,0.063,0.299,0.16970332700000001,49800.0,0.496787149,0.503212851,0.0032431726899999997,1,28,105,bachelor or higher,Christian Generic,0.071827309,0.259076306,0.639277108,White,White,-0.1614412756127762,-1.0512996479903358,-0.5782326703422862,-0.19514041661712195,-0.09170128157924774
14854,0.08800000000000001,0.259,0.09858046462999999,34167.0,0.481283109,0.5187168910000001,0.004347469779999999,0,28,107,high school diploma,Christian Generic,0.096730763,0.283460649,0.57218954,White,Black,-0.20289111107883567,-1.0432798698310872,-0.8320414723369144,-0.13156934157800151,-0.12260306752699947
18893,0.063,0.193,0.09620731843,55191.0,0.495153195,0.504846805,0.0034232030600000003,0,28,109,college,Christian Generic,0.11465637499999999,0.261890525,0.5638419319999999,White,White,-0.13534169161791018,-0.7176107340653127,-0.6920695138077414,-0.10182790688247878,-0.11205123817898667
5432,0.08,0.226,0.08108555352999999,12277.0,0.48847438299999996,0.511525617,0.0044245336799999995,0,28,111,high school diploma,Christian Generic,0.117211045,0.262849231,0.568054085,White,White,-0.2746929434655448,-1.2141755549358997,-1.271427131629619,-0.14592772624863837,-0.14103978034385695
15633,0.07400000000000001,0.305,0.1238080669,39956.0,0.474171589,0.525828411,0.00391255381,0,28,113,high school diploma,Christian Generic,0.10599159000000001,0.28971869100000003,0.548378217,Black,Black,-0.1846760761629038,-1.4110321714015785,-1.121106369149041,-0.20853425660480507,-0.09471608996439425
11811,0.055999999999999994,0.177,0.06461159882999999,30908.0,0.49566455299999995,0.504335447,0.0038213407500000004,0,28,115,high school diploma,Christian Generic,0.09563867000000001,0.282612916,0.570661318,White,White,-0.21807830009949153,-0.5743295428284284,-0.8036261123347515,-0.18492251643916466,-0.11709524451567412
9871,0.061,0.223,0.06231184791,25459.0,0.491849641,0.5081503589999999,0.00387721434,0,28,117,high school diploma,Christian Generic,0.11602969500000002,0.261714914,0.570917946,White,White,-0.23304487521647888,-1.0211221322364623,-1.1344370318661052,-0.2065711859899046,-0.11668940492536592
3353,0.10800000000000001,0.36200000000000004,0.12560767309999998,7486.0,0.47248196600000003,0.527518034,0.0044790275200000005,1,28,119,less than high school diploma,Christian Generic,0.105797489,0.269703446,0.574806305,Black,Black,-0.28756848245210925,-1.731327229019403,-1.6448610911642172,-0.20964779599488176,-0.14022810116324058
61356,0.042,0.111,0.04200158902,149039.0,0.482793094,0.517206906,0.0041167747999999995,0,28,121,college,Christian Generic,0.087896457,0.260307705,0.6002724119999999,White,White,0.13893254748923098,0.9279319948370002,0.6043374354267418,-0.10517898082162977,-0.04613129329607168
9867,0.049,0.26899999999999996,0.1117200373,28265.0,0.488908544,0.511091456,0.0034908897899999995,0,28,123,high school diploma,Christian Generic,0.09028834300000001,0.295736778,0.573040864,White,White,-0.22349133399674842,-1.2480735863306616,-1.2449412096522945,-0.15633383026717204,-0.1250960821531783
1926,0.099,0.374,0.1482333264,4585.0,0.45648855,0.54351145,0.0042006543099999995,1,28,125,high school diploma,Christian Generic,0.11384950899999999,0.27589967400000004,0.5589967280000001,Black,Black,-0.2981419633134374,-1.5930067253037032,-1.4843669281890377,-0.20214839573636054,-0.14538806166858748
11416,0.059000000000000004,0.259,0.1122399432,27222.0,0.48725295700000004,0.512747043,0.0041936668899999995,0,28,127,high school diploma,Christian Generic,0.104474323,0.272536919,0.5681801480000002,White,White,-0.2259244815430051,-1.058823357397466,-0.9357049153077681,-0.1615408031897842,-0.12492215090018909
7556,0.055,0.20800000000000002,0.1109057301,16059.0,0.48110094,0.51889906,0.00470514976,0,28,129,high school diploma,Christian Generic,0.11943458399999998,0.25705212099999997,0.564169624,White,White,-0.2611331816473129,-0.6754448901352429,-0.5068434634232719,-0.1493075535523219,-0.13698138444077512
